Identifier,Grade,Centering,Surface,Corners,Edges
3821556106,9.0,8.5,9.5,9.5,9.0
3821556107,9.0,8.5,9.5,9.5,9.0
3821556108,9.0,8.5,10.0,9.5,9.0
3821556109,9.5,9.5,9.5,9.5,9.5
3821556110,9.0,9.0,10.0,9.5,9.0
3821556111,9.5,9.0,9.5,9.5,9.5
3821556112,9.0,8.5,9.0,10.0,9.5
3821556113,9.0,8.5,9.0,10.0,9.5
3821556114,9.5,9.5,9.5,9.5,9.5
3821556115,9.0,8.5,9.5,10.0,9.5
3821556116,9.5,9.5,9.0,10.0,10.0
3821556117,9.0,9.0,9.5,9.5,9.0
3821556118,9.0,8.5,9.0,9.5,9.5
3821556119,9.5,9.5,9.5,9.5,9.0
3821556120,9.0,9.0,9.5,9.0,9.5
3821556121,9.0,9.0,9.0,8.5,9.5
3821556122,9.5,9.5,10.0,9.5,9.5
3821556123,9.0,8.5,9.5,9.5,9.0
3821556124,9.5,9.0,9.5,9.5,9.5
3821556125,9.0,9.0,9.0,9.5,9.0
3821556126,9.0,8.5,9.5,9.5,9.5
3821556127,8.5,8.5,8.5,9.5,9.5
3821556128,9.0,8.5,9.5,10.0,10.0
3821556129,9.0,9.0,8.5,9.5,9.5
3821556130,9.0,8.5,9.0,10.0,9.5
3821556131,9.0,9.0,9.0,9.5,9.5
3821556132,9.0,9.5,8.5,9.5,9.0
3821556133,9.5,9.0,9.5,9.5,9.5
3821556134,9.0,9.0,9.0,9.5,9.5
3821556135,9.5,9.0,10.0,9.5,9.5
3821556137,9.0,9.0,9.5,9.5,9.0
3821556138,9.0,9.0,9.5,9.5,9.0
3821556139,9.5,9.0,9.5,9.5,9.5
3821556140,9.0,8.5,9.5,9.0,9.0
3821556141,9.0,9.0,9.0,9.0,9.0
3821556142,9.0,9.5,9.0,9.0,9.5
3821556143,9.5,9.5,10.0,9.5,9.5
3821556144,9.5,9.5,9.0,9.5,9.5
3821556145,9.5,9.5,9.0,9.5,9.5
3821556146,9.0,9.5,9.5,8.5,9.5
3821556147,9.5,9.5,10.0,9.5,9.0
3821556148,9.5,9.5,9.0,9.5,9.5
3821556149,9.5,9.5,10.0,9.5,9.5
3821556150,9.0,9.0,8.5,9.5,9.5
3821556152,9.0,9.5,9.0,9.5,9.0
3821556153,9.0,9.0,9.5,9.5,9.0
3821556154,9.0,9.0,9.0,9.5,9.5
3821556155,9.5,9.0,10.0,9.5,9.5
3821556157,9.5,9.5,9.5,9.5,9.0
3821556158,9.0,9.5,9.0,9.5,9.0
3821556159,9.5,9.5,9.0,9.5,9.5
3821556160,9.5,9.5,10.0,9.5,9.5
3821556161,9.5,9.0,9.5,10.0,9.5
3821556162,9.0,9.0,9.0,9.5,9.0
3821556163,9.0,8.5,9.5,10.0,9.5
3821556164,9.0,8.5,9.0,9.5,9.5
3821556165,9.0,9.0,9.5,9.5,9.0
3821556166,9.0,8.5,10.0,10.0,9.5
3821556167,9.5,9.5,10.0,10.0,9.5
3821556168,9.5,9.5,9.0,10.0,9.5
3821556169,9.0,9.5,9.5,9.0,9.0
3821556170,9.5,9.5,10.0,9.5,10.0
3821556171,9.0,9.0,9.0,9.5,9.0
3821556172,9.5,9.5,9.5,9.5,9.0
3821556173,9.0,9.5,9.5,9.0,9.0
3821556174,9.5,9.5,10.0,10.0,9.0
3821556175,9.0,9.0,9.5,9.5,9.0
3821556176,9.0,9.0,9.5,9.5,9.0
3821556177,9.5,9.5,9.0,10.0,9.5
3821556178,9.0,9.0,9.0,9.5,9.5
3821556179,9.5,9.5,10.0,9.5,9.5
3821556180,9.0,9.0,9.5,9.0,9.5
3821556181,9.0,9.0,10.0,9.5,9.0
3821556182,9.5,9.0,9.5,9.5,9.5
3821556184,9.0,9.5,9.5,9.0,9.0
3821556185,9.5,9.5,9.5,9.5,9.5
3821556186,9.0,8.5,9.0,9.5,9.0
3821556187,9.0,9.0,9.5,9.0,9.5
3821556188,9.0,9.0,9.0,9.5,9.5
3821556189,9.5,9.0,9.5,9.5,9.5
3821556190,9.0,9.0,9.5,9.5,9.0
3821556191,9.0,9.0,9.0,9.5,9.0
3821556192,9.5,9.5,9.0,9.5,9.5
3821556193,9.0,9.5,9.0,9.5,9.0
3821556194,9.0,9.0,9.0,9.5,9.0
3821556195,9.5,9.5,9.5,9.5,9.5
3821556196,9.5,9.0,9.5,9.5,9.5
3821556197,9.0,9.5,9.5,9.5,8.5
3821556198,9.5,9.5,9.5,9.5,9.0
3821556199,9.5,9.5,9.5,9.5,9.0
3821556200,9.0,9.5,9.5,9.5,8.5
3821556201,9.0,9.0,9.5,9.5,8.5
3821556202,9.5,9.5,10.0,9.0,9.5
3821556203,9.0,9.5,9.5,9.5,8.5
3821556204,9.0,9.5,9.0,9.5,8.5
3821556205,9.0,9.5,9.0,9.5,8.5
3821556206,9.0,9.5,9.0,9.0,8.5
3821556207,9.0,9.0,9.5,9.0,9.0
3821556208,9.0,8.5,9.5,9.5,9.5
3821556209,8.5,9.5,9.0,9.0,8.0
3821556210,9.0,9.5,9.0,9.5,9.0
3821556211,9.0,9.0,9.0,9.5,8.5
3821556212,9.0,8.5,9.5,9.0,9.5
3821556213,9.0,9.5,9.0,9.5,9.0
3821556214,9.0,9.0,9.0,9.5,8.5
3821556215,8.5,9.0,9.5,9.5,8.0
3821556216,8.5,9.0,9.0,9.0,8.0
3821556217,9.0,9.0,9.0,9.5,8.5
3821556218,9.0,9.5,9.5,9.5,8.5
3821556219,9.0,9.0,9.0,9.5,9.0
3821556220,9.0,9.0,9.0,9.5,9.0
3821556221,9.0,9.5,9.0,9.5,8.5
3821556222,9.0,8.5,10.0,9.0,9.5
3821556223,8.5,9.0,9.0,9.5,8.0
3821556224,9.0,9.0,9.0,9.5,8.5
3821556225,9.0,8.5,9.5,9.5,9.0
3821556226,9.0,9.0,9.0,9.5,9.0
3821556227,9.0,9.0,9.0,9.5,9.0
3821556228,9.0,9.5,9.5,9.5,8.5
3821556229,9.0,9.0,9.5,9.0,9.5
3821556230,9.0,9.0,9.5,9.0,9.5
3821556231,9.0,9.0,9.0,9.5,9.0
3821556232,7.5,9.5,6.5,9.5,8.5
3821556233,9.0,9.5,9.0,9.5,9.0
3821556234,9.5,9.0,9.5,9.5,9.5
3821556235,9.0,9.5,9.0,9.5,9.0
3821556236,9.0,9.0,9.0,9.5,8.5
3821556237,8.5,9.0,9.0,9.0,8.0
3821556238,9.5,9.5,9.5,9.0,9.5
3821556239,9.5,9.5,9.5,9.0,10.0
3821556240,9.0,8.5,9.5,9.5,9.5
3821556241,9.5,9.0,9.5,9.5,9.5
3821556242,9.0,9.0,9.5,9.5,9.0
3821556243,9.0,9.0,9.5,10.0,8.5
3821556244,9.0,8.5,10.0,9.5,9.5
3821556245,9.0,9.0,9.0,9.0,10.0
3821556246,9.0,8.5,10.0,9.5,9.5
3821556247,9.0,8.5,9.5,9.5,9.5
3821556248,9.5,9.0,9.5,10.0,9.5
3821556249,9.0,9.0,9.0,9.5,9.5
3821556250,9.0,9.5,9.0,9.5,9.0
3821556251,9.0,8.5,9.0,9.0,9.5
3821556252,9.5,9.0,9.5,9.5,9.5
3821556253,9.0,9.5,9.5,9.0,8.5
3821556254,8.5,9.0,8.0,8.5,9.0
3821556255,9.0,10.0,8.5,9.5,9.5
3821556256,9.0,8.5,9.5,9.5,9.5
3821556257,9.0,9.0,8.5,9.0,9.0
3821556258,8.5,9.0,9.5,8.5,8.0
3821556259,8.5,9.0,8.0,9.0,9.0
3821556260,8.5,8.5,9.0,9.0,8.0
3821556261,9.0,9.0,9.0,9.0,9.0
3821556262,9.0,9.0,9.5,9.5,9.0
3821556263,8.5,8.5,9.5,8.5,9.0
3821556264,8.5,9.0,9.5,8.5,8.0
3821556265,9.0,9.0,9.5,9.0,9.0
3821556266,9.0,9.0,9.0,9.0,10.0
3821556267,9.0,9.0,9.5,9.0,9.5
3821556268,9.0,9.0,8.5,9.0,10.0
3821556269,9.0,8.5,9.5,9.0,10.0
3821556270,8.5,8.5,8.0,9.0,9.5
3821556271,8.0,9.0,7.5,8.5,8.0
3821556272,8.5,9.0,9.5,8.5,8.5
3821556273,8.0,8.5,7.0,8.5,9.0
3821556274,9.0,9.0,9.5,9.0,8.5
3821556275,7.5,8.5,6.5,9.0,9.5
3821556276,8.0,9.0,7.5,9.0,8.5
3821556277,9.0,9.0,9.5,9.5,9.0
3821556278,9.0,9.0,9.0,9.0,9.0
3821556279,9.0,10.0,9.0,9.0,8.5
3821556280,8.5,10.0,9.0,9.5,8.0
3821556281,8.5,10.0,8.5,9.5,8.5
3821556282,9.0,9.5,9.0,9.0,8.5
3821556283,9.0,9.0,9.0,9.5,9.5
3821781014,9.0,9.5,9.0,9.0,9.5
3821781018,8.5,8.5,8.5,8.5,9.0
3821781026,9.0,8.5,9.0,10.0,9.0
3821781028,9.0,9.0,9.0,9.0,9.0
3821781032,9.5,9.5,9.5,10.0,9.5
3821781033,9.5,9.5,9.5,9.5,9.5
3821781034,9.5,9.5,9.5,9.5,9.5
3821781035,9.0,9.5,9.0,9.5,9.0
3821781036,9.5,9.5,9.0,9.5,9.5
3821781037,9.5,9.5,9.0,9.5,9.5
3821781038,8.0,9.5,7.5,10.0,9.5
3821781041,9.5,9.0,9.5,9.5,9.5
3821781052,9.0,9.0,9.0,9.5,9.5
3822752001,8.5,8.5,8.5,9.5,9.0
3822752002,9.5,9.5,9.5,9.0,9.5
3822752003,8.5,9.5,8.0,9.0,9.0
3822752004,9.0,8.5,9.5,9.0,9.5
3824670001,9.5,9.5,9.5,9.5,9.5
3824670002,9.5,9.0,9.5,9.5,9.5
3824670003,9.5,9.0,9.5,9.5,9.5
3824670004,9.5,9.5,9.5,9.5,9.5
3824670005,9.0,9.5,9.0,9.5,9.0
3824670006,9.5,9.0,9.5,10.0,9.5
3824670007,9.0,8.5,9.5,9.5,9.5
3824670008,9.5,9.5,9.5,9.5,9.5
3824670009,9.0,8.5,9.5,10.0,9.5
3824670010,9.5,9.5,9.5,9.5,9.5
3824670011,9.0,9.0,9.0,9.5,9.0
3824670012,9.0,8.5,9.5,10.0,9.5
3824670013,8.5,8.5,8.5,8.5,9.5
3824670014,9.5,9.0,9.5,9.5,9.5
3824670015,9.0,9.0,9.5,9.5,9.0
3824670016,8.5,9.5,9.0,8.5,8.5
3824670017,9.0,8.5,9.0,9.5,9.0
3824670018,9.0,8.5,9.0,9.5,9.0
3824670019,8.5,9.0,8.5,8.5,8.5
3824670020,9.0,9.0,8.5,9.5,9.0
3824670021,9.0,9.0,9.0,9.5,9.5
3824670022,8.0,8.0,7.0,8.5,9.0
3824670023,8.5,9.0,8.0,9.0,9.5
3824670024,8.5,8.0,9.0,9.0,9.5
3824670025,7.5,8.0,6.5,9.0,8.5
3824670026,8.5,8.0,9.5,9.0,9.5
3824670027,8.5,8.0,9.0,9.0,9.5
3824670028,8.5,8.0,9.0,9.0,9.5
3824670029,9.0,8.5,9.0,9.5,9.5
3824670030,8.5,8.5,8.5,9.0,9.5
3824670031,9.0,8.5,9.0,9.5,9.5
3824670032,9.5,9.5,9.5,9.5,9.5
3824670033,9.0,9.5,9.0,9.0,9.5
3824670034,9.5,9.5,9.5,10.0,10.0
3824670035,9.0,8.5,9.0,9.5,9.0
3824670037,9.0,8.5,9.0,9.0,9.5
3824671001,9.0,9.0,9.0,9.0,9.0
3824671002,9.0,8.5,9.0,9.5,9.5
3824671003,9.0,8.5,9.5,9.0,9.5
3824671004,9.5,9.0,9.5,9.5,9.5
3824671005,9.5,9.0,9.5,9.5,9.5
3824671006,9.0,8.5,9.0,9.5,9.5
3824671007,9.5,9.5,9.5,10.0,9.5
3824671008,9.5,9.5,9.5,9.5,9.5
3824671009,9.5,9.0,9.5,10.0,9.5
3824671010,9.5,9.0,9.5,10.0,10.0
3824671011,9.0,9.0,9.5,9.5,9.0
3824671012,9.0,9.0,9.0,9.5,9.0
3824671013,9.5,9.0,9.5,10.0,9.5
3824671014,9.0,9.5,8.5,9.5,9.5
3824671015,9.0,9.0,9.0,10.0,10.0
3824671016,8.0,9.0,8.5,7.5,8.0
3824671017,8.5,8.5,8.5,8.5,9.0
3824671018,9.0,9.0,9.0,8.5,9.0
3824671019,9.5,9.5,9.5,9.5,9.5
3824671020,8.5,8.5,8.5,9.5,8.0
3824671022,8.5,8.5,8.5,9.0,9.0
3824671023,7.0,9.0,6.0,8.5,8.5
3824671024,8.5,9.0,8.5,8.5,8.5
3824671025,9.5,9.5,9.5,10.0,9.5
3824671026,9.0,8.5,9.5,9.5,9.5
3824671027,9.5,10.0,9.5,10.0,9.5
3824671028,9.5,9.5,9.5,9.5,9.5
3824671029,9.5,9.5,9.5,9.5,9.5
3824671030,9.5,9.0,9.5,10.0,9.5
3824671031,9.5,9.5,9.5,9.5,9.5
3824671032,9.5,9.0,9.5,10.0,9.5
3824671033,9.5,9.5,9.5,9.5,9.5
3824671034,9.5,9.0,9.5,10.0,9.5
3824671035,9.5,9.5,9.5,10.0,9.5
3824671036,6.0,9.0,6.0,6.0,6.5
3824671037,4.5,9.0,3.5,5.0,5.5
3824671038,8.5,9.0,8.5,9.0,8.5
3824671039,9.0,9.5,9.0,9.0,9.0
3824671040,9.0,9.5,9.0,9.0,9.0
3824671041,9.5,9.5,9.5,9.5,9.5
3824671042,9.5,9.5,9.5,10.0,9.5
3824671043,9.5,9.0,9.5,9.5,9.5
3824671044,9.5,9.0,9.5,10.0,9.5
3824671045,9.0,8.5,9.5,9.5,9.0
3824671046,9.5,9.5,9.5,9.5,9.5
3824671047,9.5,9.0,9.5,9.5,9.5
3824671048,9.5,9.0,9.5,9.5,9.5
3824671049,9.0,9.5,9.5,9.0,9.0
3824671050,8.5,8.5,9.5,8.5,9.0
3824671051,9.0,9.0,9.5,9.0,9.5
3824671052,9.5,9.5,9.0,9.5,9.5
3824671053,9.5,9.5,9.5,9.5,9.5
3824671054,9.5,9.0,9.5,10.0,9.5
3824671055,9.5,9.0,9.5,9.5,9.5
3824671056,9.0,9.0,9.0,9.5,9.5
3824671057,9.0,9.0,9.0,9.5,9.5
3825269001,9.0,9.0,9.0,9.0,9.0
3825269002,3.5,9.5,2.5,3.5,4.0
3826687001,8.5,9.5,9.0,8.5,8.5
3826687002,7.0,9.5,8.5,6.0,9.0
3826687003,8.5,9.0,8.5,8.5,9.5
3826687004,9.0,9.5,8.5,9.0,9.0
3826687005,8.5,9.5,8.5,8.5,9.5
3826687006,9.0,10.0,8.5,9.0,9.5
3826687007,8.5,9.5,8.5,9.0,8.5
3826687008,8.5,9.5,8.5,8.5,9.0
3826687009,9.0,9.5,9.0,8.5,9.5
3826687010,8.5,9.5,8.5,8.5,8.5
3826687011,8.5,9.5,8.5,8.5,8.5
3826687012,8.5,9.5,8.5,8.5,9.5
3826687013,8.5,9.5,8.5,8.5,9.5
3826687014,8.5,10.0,8.5,8.5,8.5
3826687015,8.5,9.5,8.5,8.5,9.0
3826687016,7.5,9.0,7.5,8.0,7.5
3826687017,9.0,9.5,9.0,9.0,9.0
3826687018,8.5,9.5,8.5,9.0,8.5
3826687019,9.0,9.0,9.0,8.5,9.5
3826687020,9.0,9.5,9.0,8.5,9.0
3826687021,9.0,9.0,9.0,9.0,9.5
3826687022,8.5,9.5,8.5,8.5,9.0
3826687023,9.0,9.0,9.0,9.0,9.0
3826687024,9.0,9.5,8.5,9.0,9.5
3826687025,8.5,9.5,8.5,8.5,8.0
3826687026,9.0,9.5,9.0,8.5,9.5
3826687027,8.5,9.5,8.5,8.5,8.5
3826687028,9.0,9.5,9.0,9.0,9.5
3826687029,7.0,9.5,6.5,7.0,7.0
3826687030,8.5,9.5,8.5,8.0,8.5
3826687031,9.0,9.5,9.0,9.0,9.5
3826687032,9.0,9.5,9.0,9.0,9.0
3826687033,8.5,9.5,8.5,8.0,8.5
3826687034,9.0,9.5,9.0,9.0,8.5
3826687035,5.5,9.0,4.5,8.5,6.5
3826687036,8.0,9.0,7.0,8.5,8.5
3826687037,9.0,9.5,8.5,9.0,9.5
3826687038,7.5,9.0,7.5,7.0,9.0
3826687039,8.0,9.5,7.5,8.5,8.5
3826687040,8.0,9.0,8.0,8.0,8.5
3826687041,8.5,9.0,8.5,8.5,8.0
3826687042,8.5,9.0,8.0,8.5,8.5
3826687043,8.0,9.5,7.5,8.5,8.0
3826687044,8.5,9.5,8.5,8.5,8.5
3826687045,8.5,9.0,8.5,8.0,9.0
3826687046,8.5,9.5,8.0,8.5,8.5
3826687047,8.5,9.0,8.0,9.0,9.0
3826687048,9.0,9.5,9.0,9.0,8.5
3826687049,9.0,9.0,8.5,9.0,9.5
3826687050,7.0,9.0,6.5,7.5,7.5
3826687051,9.5,9.0,9.5,9.5,9.5
3826687052,9.5,9.0,9.5,9.5,9.5
3827374001,9.5,10.0,9.0,10.0,9.5
3827374002,9.5,9.5,9.0,9.5,9.5
3827374003,8.5,9.0,8.0,9.0,9.0
3827374004,8.0,9.5,7.5,9.5,9.5
3827514001,8.0,8.0,8.0,9.0,9.5
3827514003,5.0,9.0,4.0,8.5,8.0
3827514004,8.5,9.0,8.0,8.5,8.5
3827514005,9.5,9.5,9.5,10.0,9.5
3827514006,9.0,8.5,9.0,9.5,9.5
3827514007,9.5,9.5,9.0,10.0,9.5
3827514008,9.0,9.5,8.5,9.5,9.5
3827514009,8.5,9.5,8.0,10.0,9.0
3827514010,9.5,9.5,9.5,10.0,9.5
3827514011,9.0,9.0,9.0,9.5,10.0
3827519001,8.5,9.0,8.0,9.0,8.5
3827519002,9.0,8.5,9.0,9.0,9.5
3827519004,9.5,9.0,10.0,10.0,9.5
3827699001,9.5,9.5,9.0,9.5,9.5
3827699002,9.5,9.5,9.5,9.5,9.5
3827699003,9.5,9.5,9.5,9.5,9.5
3827699004,9.0,9.5,9.0,9.0,9.5
3827699005,9.0,9.0,9.0,8.5,9.0
3827699006,8.5,9.0,8.0,8.5,9.0
3827699007,9.5,9.0,9.5,10.0,9.5
3827699008,9.5,9.5,9.5,9.5,9.5
3827699009,9.0,9.0,9.0,8.5,9.5
3827699010,9.0,9.5,8.5,9.5,9.0
3827699011,9.0,9.0,9.0,9.0,9.0
3828360001,9.5,9.5,10.0,10.0,9.5
3828360002,9.5,9.0,9.5,9.5,9.5
3828360003,9.0,9.0,10.0,10.0,9.0
3828360005,9.5,9.0,9.5,9.5,9.5
3828360006,9.5,9.5,9.5,9.5,9.5
3828360007,9.5,9.5,9.5,10.0,9.5
3828360008,9.5,9.0,9.5,9.5,9.5
3828360009,9.5,9.0,9.5,9.5,10.0
3828360010,9.5,9.5,9.5,10.0,9.5
3828360011,9.5,9.5,9.0,9.5,9.5
3828360012,9.5,9.0,10.0,9.5,9.5
3828360013,9.5,9.0,10.0,10.0,10.0
3828360014,9.5,9.5,9.5,9.5,9.5
3828360015,9.5,9.5,9.5,10.0,9.0
3828360017,9.5,9.0,9.5,9.5,10.0
3829836001,9.5,9.5,9.5,9.5,9.0
3829836002,9.5,9.5,9.5,10.0,9.5
3829836003,9.5,9.5,9.5,9.5,9.5
3829836004,6.5,9.0,6.0,6.5,6.5
3829836005,6.5,9.0,6.0,6.5,7.0
3829836006,5.0,8.5,4.0,7.0,7.0
3829836007,9.0,9.0,9.0,9.0,9.0
3829836008,8.5,8.5,8.5,8.5,9.0
3829836009,8.5,9.0,9.0,8.5,8.5
3829836011,5.0,9.0,4.0,6.5,6.5
3829836012,9.0,8.5,9.5,9.5,9.5
3829836013,9.0,9.5,9.0,9.5,9.0
3829836015,9.5,9.0,9.5,9.5,9.5
3829836016,9.5,9.5,9.5,9.5,9.5
3829836017,9.5,9.0,9.5,9.5,9.5
3829836018,9.0,8.5,9.5,9.5,9.5
3829836019,4.0,9.0,4.0,4.0,4.5
3829836020,8.0,9.5,8.0,8.0,9.0
3829836021,6.0,9.5,5.5,6.5,6.5
3829836022,5.5,9.0,4.5,8.0,8.0
3829836023,7.5,8.5,6.5,8.0,7.5
3829836024,9.0,9.0,9.0,9.5,9.5
3829836025,9.0,8.5,9.0,9.0,9.5
3829836026,9.0,8.5,9.0,9.5,9.5
3829836027,9.5,9.5,9.5,10.0,9.5
3829836028,9.5,9.5,9.5,9.0,9.5
3829836029,9.5,9.5,9.5,10.0,9.0
3829836030,9.5,9.5,9.5,9.5,9.5
3829836031,9.0,9.0,9.5,9.0,9.5
3829836032,9.5,10.0,9.5,10.0,9.5
3829836033,9.5,9.5,9.5,9.5,9.0
3829836034,8.5,9.0,8.0,9.0,9.5
3829836035,8.0,9.0,7.5,8.0,8.5
3829836036,9.0,9.0,9.0,8.5,9.5
3829836037,9.0,9.5,9.5,8.5,9.5
3829836038,9.0,8.5,9.0,9.0,9.5
3829836039,9.0,8.5,9.5,9.5,9.5
3829836040,8.5,8.5,8.0,9.0,8.5
3829836041,9.5,9.0,9.5,10.0,10.0
3829836042,9.0,8.5,9.0,9.0,9.5
3829836043,8.5,8.5,8.0,9.0,9.0
3829836044,8.5,8.5,9.0,8.5,9.0
3829836045,9.0,8.5,9.0,9.0,9.0
3829836046,9.0,8.5,9.0,9.0,9.5
3829836047,9.5,9.5,9.5,9.5,9.5
3829836048,9.5,9.0,9.5,9.5,9.5
3829836049,9.5,9.5,9.5,9.5,9.5
3829836050,9.0,9.0,9.5,9.0,9.0
3829836051,9.0,9.0,9.0,9.5,9.5
3829836052,8.5,8.5,8.0,9.0,8.5
3829836053,9.0,8.5,9.0,9.5,9.5
3829836054,9.0,8.5,9.0,9.0,9.0
3829836055,9.0,9.0,9.0,9.0,9.0
3829836056,8.5,8.5,9.0,8.5,8.0
3829836057,8.5,8.5,8.5,8.5,9.0
3829836058,8.5,8.5,9.0,8.0,9.0
3829836059,7.5,8.5,9.0,6.5,8.5
3829836060,8.5,8.5,9.0,8.5,8.5
3829836061,9.0,9.0,9.0,9.0,8.5
3829836062,9.0,8.5,9.0,9.0,9.5
3829836063,8.5,8.5,8.5,9.0,8.5
3829836064,9.0,9.0,9.0,9.0,9.0
3829836065,9.5,9.0,9.5,9.5,9.5
3829836066,7.5,8.5,8.5,6.5,8.0
3829836067,9.0,8.5,9.5,9.5,9.5
3829836068,9.0,9.0,9.5,9.5,9.0
3829836069,9.0,8.5,9.5,9.5,9.0
3829836070,9.5,9.0,9.5,9.5,9.5
3829836071,9.5,9.0,9.5,9.5,9.5
3829836072,9.0,9.0,9.0,9.0,9.5
3829836073,9.5,9.0,9.5,9.5,9.5
3829836074,9.5,9.0,9.5,9.5,9.5
3829836075,9.0,8.5,9.0,9.0,9.5
3829836076,9.5,9.0,9.5,9.5,9.5
3829836077,9.0,8.5,9.5,10.0,9.5
3829836078,9.5,9.5,9.5,9.0,9.5
3829836079,9.0,9.0,9.0,9.0,9.5
3829836080,9.5,9.0,9.5,9.5,9.5
3829836081,9.0,8.5,9.5,9.5,9.5
3829836082,9.5,9.0,9.5,9.5,9.5
3829836083,9.0,8.5,9.5,10.0,9.5
3829836084,9.0,9.0,9.0,9.0,9.5
3829836085,9.0,8.5,9.0,9.5,9.5
3829836086,9.0,8.5,9.5,9.5,9.0
3829836087,9.0,9.0,9.0,9.0,9.5
3829836088,9.5,10.0,9.5,9.5,9.5
3829836089,9.5,9.5,9.5,10.0,9.5
3829836090,8.0,9.0,8.0,8.0,8.5
3829836091,8.5,9.0,8.5,8.5,8.5
3829836092,8.5,8.5,9.0,8.5,8.5
3829836093,7.0,9.0,6.5,7.0,8.5
3829836094,6.0,9.0,6.0,6.5,6.0
3829836095,6.5,9.0,6.5,6.5,6.0
3829836096,8.0,9.0,8.0,8.0,8.0
3829836097,9.5,10.0,9.5,9.5,9.5
3829836098,8.5,8.5,8.0,9.0,9.0
3829836099,9.5,9.0,9.5,9.5,9.5
3829836100,9.0,8.5,9.5,10.0,9.5
3829836101,7.5,9.5,6.5,9.0,9.5
3829836102,9.0,9.5,9.0,9.0,9.0
3829836103,8.5,8.5,9.0,8.5,9.0
3829836104,9.5,9.0,9.5,9.5,9.5
3829836106,9.5,9.0,9.5,9.5,9.5
3829836108,9.0,8.5,9.0,9.5,9.5
3829836109,9.5,9.5,9.5,9.5,9.5
3829836110,9.0,9.0,9.0,9.5,9.5
3829836111,9.0,8.5,9.5,9.5,9.5
3829836112,9.5,9.5,9.5,9.5,9.5
3830984001,9.0,9.5,9.0,9.0,9.5
3830984002,9.0,9.5,9.5,9.0,9.0
3830984003,9.5,10.0,9.5,9.5,9.5
3830984004,8.5,9.0,8.5,8.5,9.0
3830984005,9.0,9.0,9.0,8.5,9.5
3830984006,9.0,9.0,9.0,9.5,9.5
3830984007,9.5,9.5,9.5,9.0,9.5
3830984008,8.5,9.5,8.0,9.0,9.0
3830984009,9.0,9.5,9.5,9.0,9.0
3830984010,9.0,9.5,9.5,9.0,9.0
3830984011,9.0,10.0,8.5,9.0,9.0
3830984012,6.5,8.5,5.5,6.5,8.0
3830984013,10.0,10.0,9.5,10.0,10.0
3830984014,9.5,9.5,9.5,9.5,10.0
3830984015,9.0,9.0,8.5,9.5,10.0
3830984016,9.5,9.5,9.5,10.0,10.0
3830984017,9.5,9.5,9.5,10.0,10.0
3830984018,9.5,9.0,9.5,10.0,9.5
3830984019,9.5,9.0,10.0,9.5,10.0
3830984020,9.5,9.5,9.5,10.0,10.0
3830984021,9.5,9.0,10.0,10.0,9.5
3830984022,9.5,9.0,10.0,9.5,9.5
3831385001,9.0,8.5,9.0,9.0,9.5
3831385002,9.5,9.0,9.5,10.0,9.5
3831385003,9.5,9.0,9.5,9.5,9.5
3831385004,9.0,8.5,9.5,9.5,9.5
3831385005,9.0,8.5,9.5,9.5,9.5
3831385006,9.0,8.0,9.5,10.0,10.0
3831385007,9.0,8.5,9.5,9.5,10.0
3831385008,9.5,9.5,9.5,10.0,10.0
3831385009,9.0,9.5,8.5,9.5,9.0
3831385010,8.5,8.5,8.0,9.5,9.5
3831385011,9.0,8.5,9.0,9.5,9.5
3831385012,8.0,9.0,7.5,9.0,9.0
3831385013,9.0,8.5,9.0,9.0,9.5
3831385014,9.0,8.5,9.5,9.0,9.5
3831385015,9.0,8.5,9.5,9.0,9.5
3831385016,9.0,9.0,9.0,9.0,9.5
3831385017,9.0,9.0,9.5,9.0,9.5
3831385018,9.0,9.0,9.0,9.5,9.5
3831385019,9.0,8.5,9.0,9.0,9.5
3831385020,9.0,8.5,9.0,9.5,9.5
3831385021,9.5,9.0,9.5,9.5,9.5
3831385022,8.5,8.5,8.5,9.0,8.5
3831385023,9.5,9.0,9.5,9.5,9.5
3831385024,8.5,9.5,9.0,8.5,8.5
3831385025,9.0,8.5,9.0,9.0,9.5
3831385026,8.5,9.0,9.5,8.5,8.5
3831385027,9.0,8.5,9.5,9.0,9.5
3831385028,8.0,8.5,9.5,8.5,7.5
3831385029,8.5,9.5,8.0,9.5,9.0
3831385030,8.5,8.5,8.5,9.5,9.5
3831385031,7.5,9.0,6.5,8.0,8.0
3831385033,8.5,8.5,8.5,9.5,9.0
3831385034,9.0,9.0,8.5,10.0,9.0
3831385035,8.5,8.5,8.5,9.5,9.5
3831385036,8.5,8.5,8.5,9.5,9.5
3831385037,9.0,8.5,9.5,9.5,9.5
3831385038,9.5,9.5,9.5,10.0,9.5
3831385039,9.0,8.5,9.5,9.5,9.5
3831385040,9.0,9.5,9.0,10.0,9.0
3831385041,9.0,10.0,9.5,10.0,8.5
3831385042,8.5,9.5,8.5,8.5,8.5
3831385043,10.0,9.5,10.0,10.0,10.0
3831385044,9.0,9.0,9.5,9.0,9.5
3831385046,8.5,8.5,8.5,10.0,9.5
3831385047,9.5,10.0,9.0,10.0,9.5
3831385048,9.0,9.5,9.0,9.0,9.0
3831385049,9.0,9.5,9.0,9.0,9.0
3831385050,9.0,8.5,9.5,10.0,9.5
3831385051,9.0,9.0,9.5,9.0,9.5
